path,dir,ext,size,description
results/early_warning/stage6_attr_full_20260414_000459/0018_A_label-c3po_ref_model-metapath_v1_seed-46/node_weather_summary.csv,results,.csv,2767,"预警/风险结果数据，包含 约 15 行数据。表头字段包括 node_id, mean_influence, mean_wind_factor, mean_pv_factor, mean_load_factor, mean_wind_speed_factor, mean_wind_raw, mean_pv_raw, mean_load_raw, mean_wind_speed_raw。"
results/early_warning/stage6_attr_full_20260414_000459/0018_A_label-c3po_ref_model-metapath_v1_seed-46/node_weather_horizon.csv,results,.csv,64322,"预警/风险结果数据，包含 约 360 行数据。表头字段包括 timestamp, node_id, influence, wind_factor, pv_factor, load_factor, wind_speed_factor, wind_raw, pv_raw, load_raw 等。"
results/early_warning/stage6_attr_full_20260414_000459/0018_A_label-c3po_ref_model-metapath_v1_seed-46/nk_failure_risk.csv,results,.csv,224,"预警/风险结果数据，包含 约 12 行数据。表头字段包括 scenario, expected_fail_lines, probability。"
results/early_warning/stage6_attr_full_20260414_000459/0018_A_label-c3po_ref_model-metapath_v1_seed-46/metapath_attention_summary.csv,results,.csv,178,"预警/风险结果数据，包含 约 4 行数据。表头字段包括 metapath, attention_weight。"
results/early_warning/stage6_attr_full_20260414_000459/0018_A_label-c3po_ref_model-metapath_v1_seed-46/line_risk_prediction.csv,results,.csv,359,"预警/风险结果数据，包含 约 15 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/early_warning/stage6_attr_full_20260414_000459/0018_A_label-c3po_ref_model-metapath_v1_seed-46/critical_load_risk.csv,results,.csv,380,"预警/风险结果数据，包含 约 13 行数据。表头字段包括 node, load_type, outage_prob。"
results/early_warning/stage6_attr_full_20260414_000459/0018_A_label-c3po_ref_model-metapath_v1_seed-46/calibrated_hourly_line_probability.csv,results,.csv,7547,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L2, L3 等。"
results/early_warning/g60_n75_stageB_20260324_184320/summary_by_setting.csv,results,.csv,1063,"预警/风险结果数据，包含 约 3 行数据。表头字段包括 metapath_topk, hidden_dim, epochs, lr, weight_decay, train_ratio, runs, success_runs, delta_val_mae_mean, delta_val_mae_std 等。"
results/early_warning/formal2024_tmp2/warning_report.json,results,.json,10572,"实验报告或运行清单 JSON 文件，顶层字段包括 module, inputs, horizon, training, fit_quality, risk_thresholds, calibration, scenario_sampling, mc_scenarios, outputs。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/formal2024_tmp2/nk_failure_risk.csv,results,.csv,185,"预警/风险结果数据，包含 约 10 行数据。表头字段包括 scenario, expected_fail_lines, probability。"
results/early_warning/formal2024_tmp2/line_risk_prediction.csv,results,.csv,358,"预警/风险结果数据，包含 约 15 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/early_warning/formal2024_tmp2/critical_load_risk.csv,results,.csv,380,"预警/风险结果数据，包含 约 13 行数据。表头字段包括 node, load_type, outage_prob。"
results/early_warning/formal2024_tmp2/calibrated_hourly_line_probability.csv,results,.csv,7551,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L2, L3 等。"
results/component_failure_probability/ieee118_n60_stagewise_tune/ds0p60_it1p00/line_failure_timeseries_schloemer.csv,results,.csv,687073,"故障概率相关数据，包含 约 6696 行数据。表头字段包括 timestamp, model, line_id, from_bus, to_bus, v_surface_ms, p_tower, p_span, p_line, towers 等。"
results/component_failure_probability/ieee118_n60_stagewise_tune/ds0p60_it1p00/failure_probability_report.json,results,.json,1940,"实验报告或运行清单 JSON 文件，顶层字段包括 grid_path, output_dir, track, models。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/warning_report.json,results,.json,21379,"实验报告或运行清单 JSON 文件，顶层字段包括 module, inputs, horizon, training, fit_quality, node_weather_generation, modeling, risk_thresholds, calibration, scenario_sampling, mc_scenarios, outputs。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/run.log,results,.log,2440,运行日志文件，首条有效内容为“CMD: python C:\Users\yuhan\Desktop\gridagent1\scripts\gnn_warning_module.py --grid C:\Users\yuhan\Desktop\gridagent1\data_final\formal_guangdong_2024\grid_topology.json --aligned C:\Users\yuhan\Desktop\gridagent1\data_fi”。末尾记录为“WALL_SECONDS: 128.788”，可用于追踪实验或服务运行状态。
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/node_weather_timeseries.csv,results,.csv,191204,"预警/风险结果数据，包含 约 1080 行数据。表头字段包括 timestamp, node_id, influence, wind_factor, pv_factor, load_factor, wind_speed_factor, wind_raw, pv_raw, load_raw 等。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/node_weather_summary.csv,results,.csv,2767,"预警/风险结果数据，包含 约 15 行数据。表头字段包括 node_id, mean_influence, mean_wind_factor, mean_pv_factor, mean_load_factor, mean_wind_speed_factor, mean_wind_raw, mean_pv_raw, mean_load_raw, mean_wind_speed_raw。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/node_weather_horizon.csv,results,.csv,64322,"预警/风险结果数据，包含 约 360 行数据。表头字段包括 timestamp, node_id, influence, wind_factor, pv_factor, load_factor, wind_speed_factor, wind_raw, pv_raw, load_raw 等。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/nk_failure_risk.csv,results,.csv,197,"预警/风险结果数据，包含 约 11 行数据。表头字段包括 scenario, expected_fail_lines, probability。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/metapath_attention_summary.csv,results,.csv,172,"预警/风险结果数据，包含 约 4 行数据。表头字段包括 metapath, attention_weight。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/line_risk_prediction.csv,results,.csv,358,"预警/风险结果数据，包含 约 15 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/critical_load_risk.csv,results,.csv,380,"预警/风险结果数据，包含 约 13 行数据。表头字段包括 node, load_type, outage_prob。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0039_A_label-wang_qmc_group-A2_metapath_adaptive_global_seed-46/calibrated_hourly_line_probability.csv,results,.csv,7481,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L2, L3 等。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/warning_report.json,results,.json,83905,"实验报告或运行清单 JSON 文件，顶层字段包括 module, inputs, horizon, training, fit_quality, node_weather_generation, modeling, risk_thresholds, calibration, scenario_sampling, mc_scenarios, outputs 等。它为对应流程提供参数、拓扑结构或结构化指标。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/node_weather_timeseries.csv,results,.csv,783377,"预警/风险结果数据，包含 约 4320 行数据。表头字段包括 timestamp, node_id, influence, wind_factor, pv_factor, load_factor, wind_speed_factor, wind_raw, pv_raw, load_raw 等。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/node_weather_summary.csv,results,.csv,10656,"预警/风险结果数据，包含 约 60 行数据。表头字段包括 node_id, mean_influence, mean_wind_factor, mean_pv_factor, mean_load_factor, mean_wind_speed_factor, mean_wind_raw, mean_pv_raw, mean_load_raw, mean_wind_speed_raw。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/node_weather_horizon.csv,results,.csv,259576,"预警/风险结果数据，包含 约 1440 行数据。表头字段包括 timestamp, node_id, influence, wind_factor, pv_factor, load_factor, wind_speed_factor, wind_raw, pv_raw, load_raw 等。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/nk_failure_risk.csv,results,.csv,407,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 scenario, expected_fail_lines, probability。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/model_comparison.csv,results,.csv,625,"预警/风险结果数据，包含 约 2 行数据。表头字段包括 model, train_mae, train_rmse, val_mae, val_rmse, horizon_mae, horizon_rmse, val_high_risk_mae, val_top_risk_mae, horizon_high_risk_mae 等。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/metapath_attention_summary.csv,results,.csv,171,"预警/风险结果数据，包含 约 4 行数据。表头字段包括 metapath, attention_weight。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/line_risk_prediction.csv,results,.csv,1987,"预警/风险结果数据，包含 约 93 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/critical_load_risk.csv,results,.csv,1428,"预警/风险结果数据，包含 约 49 行数据。表头字段包括 node, load_type, outage_prob。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/calibrated_hourly_line_probability.csv,results,.csv,44365,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L15, L16 等。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/baseline_line_risk_prediction.csv,results,.csv,2054,"预警/风险结果数据，包含 约 93 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage6_warning_entropy_test/baseline_calibrated_hourly_line_probability.csv,results,.csv,44693,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L15, L16 等。"
results/component_failure_probability/ieee118_n60_stage2_calib/ds0p020_it3p5/line_failure_timeseries_schloemer.csv,results,.csv,1012126,"故障概率相关数据，包含 约 6696 行数据。表头字段包括 timestamp, model, line_id, from_bus, to_bus, v_surface_ms, p_tower, p_span, p_line, towers 等。"
results/component_failure_probability/ieee118_n60_stage2_calib/ds0p020_it3p5/failure_probability_report.json,results,.json,2243,"实验报告或运行清单 JSON 文件，顶层字段包括 grid_path, output_dir, track, models。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/stage6_attr_full_20260414_000459/0017_A_label-c3po_ref_model-baseline_gnn_seed-46/warning_report.json,results,.json,21085,"实验报告或运行清单 JSON 文件，顶层字段包括 module, inputs, horizon, training, fit_quality, node_weather_generation, modeling, risk_thresholds, calibration, scenario_sampling, mc_scenarios, outputs。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/stage6_attr_full_20260414_000459/0017_A_label-c3po_ref_model-baseline_gnn_seed-46/run.log,results,.log,2288,运行日志文件，首条有效内容为“CMD: D:\py311\python.exe C:\Users\yuhan\Desktop\gridagent1\scripts\gnn_warning_module.py --grid C:\Users\yuhan\Desktop\gridagent1\data_final\formal_guangdong_2024\grid_topology.json --aligned C:\Users\yuhan\Desktop\grida”。末尾记录为“WALL_SECONDS: 19.495”，可用于追踪实验或服务运行状态。
results/early_warning/stage6_attr_full_20260414_000459/0017_A_label-c3po_ref_model-baseline_gnn_seed-46/node_weather_timeseries.csv,results,.csv,191204,"预警/风险结果数据，包含 约 1080 行数据。表头字段包括 timestamp, node_id, influence, wind_factor, pv_factor, load_factor, wind_speed_factor, wind_raw, pv_raw, load_raw 等。"
results/early_warning/stage6_attr_full_20260414_000459/0017_A_label-c3po_ref_model-baseline_gnn_seed-46/node_weather_summary.csv,results,.csv,2767,"预警/风险结果数据，包含 约 15 行数据。表头字段包括 node_id, mean_influence, mean_wind_factor, mean_pv_factor, mean_load_factor, mean_wind_speed_factor, mean_wind_raw, mean_pv_raw, mean_load_raw, mean_wind_speed_raw。"
results/early_warning/stage6_attr_full_20260414_000459/0017_A_label-c3po_ref_model-baseline_gnn_seed-46/node_weather_horizon.csv,results,.csv,64322,"预警/风险结果数据，包含 约 360 行数据。表头字段包括 timestamp, node_id, influence, wind_factor, pv_factor, load_factor, wind_speed_factor, wind_raw, pv_raw, load_raw 等。"
results/early_warning/stage6_attr_full_20260414_000459/0017_A_label-c3po_ref_model-baseline_gnn_seed-46/nk_failure_risk.csv,results,.csv,161,"预警/风险结果数据，包含 约 9 行数据。表头字段包括 scenario, expected_fail_lines, probability。"
results/early_warning/stage6_attr_full_20260414_000459/0017_A_label-c3po_ref_model-baseline_gnn_seed-46/line_risk_prediction.csv,results,.csv,360,"预警/风险结果数据，包含 约 15 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/early_warning/stage6_attr_full_20260414_000459/0017_A_label-c3po_ref_model-baseline_gnn_seed-46/critical_load_risk.csv,results,.csv,383,"预警/风险结果数据，包含 约 13 行数据。表头字段包括 node, load_type, outage_prob。"
results/early_warning/stage6_attr_full_20260414_000459/0017_A_label-c3po_ref_model-baseline_gnn_seed-46/calibrated_hourly_line_probability.csv,results,.csv,7643,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L2, L3 等。"
results/component_failure_probability/ieee118_n60_stage2_calib/ds0p002_it7p0/line_failure_timeseries_schloemer.csv,results,.csv,919790,"故障概率相关数据，包含 约 6696 行数据。表头字段包括 timestamp, model, line_id, from_bus, to_bus, v_surface_ms, p_tower, p_span, p_line, towers 等。"
results/component_failure_probability/ieee118_n60_stage2_calib/ds0p002_it7p0/failure_probability_report.json,results,.json,2174,"实验报告或运行清单 JSON 文件，顶层字段包括 grid_path, output_dir, track, models。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/warning_report.json,results,.json,21852,"实验报告或运行清单 JSON 文件，顶层字段包括 module, inputs, horizon, training, fit_quality, modeling, risk_thresholds, calibration, scenario_sampling, mc_scenarios, outputs, comparison。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/train.log,results,.log,1959,运行日志文件，首条有效内容为“CMD: D:\py311\python.exe C:\Users\yuhan\Desktop\gridagent1\scripts\gnn_warning_module.py --grid C:\Users\yuhan\Desktop\gridagent1\data_final\scaled\g60_n75\grid_topology.json --aligned C:\Users\yuhan\Desktop\gridagent1\d”。末尾记录为“RETURNCODE: 0”，可用于追踪实验或服务运行状态。
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/nk_failure_risk.csv,results,.csv,663,"预警/风险结果数据，包含 约 40 行数据。表头字段包括 scenario, expected_fail_lines, probability。"
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/model_comparison.csv,results,.csv,380,"预警/风险结果数据，包含 约 2 行数据。表头字段包括 model, train_mae, train_rmse, val_mae, val_rmse, horizon_mae, horizon_rmse, best_val_mse。"
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/metapath_attention_summary.csv,results,.csv,170,"预警/风险结果数据，包含 约 4 行数据。表头字段包括 metapath, attention_weight。"
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/line_risk_prediction.csv,results,.csv,1504,"预警/风险结果数据，包含 约 75 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/critical_load_risk.csv,results,.csv,1475,"预警/风险结果数据，包含 约 52 行数据。表头字段包括 node, load_type, outage_prob。"
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/calibrated_hourly_line_probability.csv,results,.csv,33353,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L15, L16 等。"
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/baseline_line_risk_prediction.csv,results,.csv,1423,"预警/风险结果数据，包含 约 75 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/early_warning/g60_n75_stageB_20260324_184320/r015_k5_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/baseline_calibrated_hourly_line_probability.csv,results,.csv,31110,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L15, L16 等。"
results/early_warning/g60_n75_stageB_20260324_184320/experiment_config.json,results,.json,567,"实验配置 JSON 文件，顶层字段包括 python_exe, seeds, metapath_topk_list, hidden_dim_list, epochs_list, lr_list, weight_decay_list, train_ratio_list, horizon_hours, horizon_start_index, mc_scenarios, metapath_v1_enabled 等。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/g60_n75_stageB_20260324_184320/done.json,results,.json,487,"配置/报告 JSON 文件，顶层字段包括 python_exe, experiment_dir, all_runs_csv, summary_by_setting_csv, run_count, success_count。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/g60_n75_stageB_20260324_184320/all_runs.csv,results,.csv,7415,"预警/风险结果数据，包含 约 15 行数据。表头字段包括 run_name, run_dir, status, return_code, skipped, metapath_topk, hidden_dim, epochs, lr, weight_decay 等。"
results/gridagent_framework/formal2024_full_baseline_20260310_233109/stage3_contingency/schloemer/state_summary_c3po_ref.csv,results,.csv,529171,"汇总统计数据，包含 约 18432 行数据。表头字段包括 scenario_id, timestamp, outage_line_count, disconnected_load_count。"
results/gridagent_framework/formal2024_full_baseline_20260310_233109/stage3_contingency/schloemer/method_comparison.csv,results,.csv,582,"表格数据文件，包含 约 1 行数据。表头字段包括 method, mae_empirical_vs_input_probability, high_risk_threshold, high_risk_coverage, high_risk_event_rate, low_risk_event_rate, risk_lift_ratio, avg_outage_rate, multi_line_event_rate_ge2, severe_multi_line_event_rate_ge4 等。"
results/gridagent_framework/formal2024_full_baseline_20260310_233109/stage3_contingency/schloemer/line_probability_summary_c3po_ref.csv,results,.csv,1039,"故障概率相关数据，包含 约 15 行数据。表头字段包括 line_id, input_p_mean, empirical_p_mean, absolute_error_mean。"
results/gridagent_framework/formal2024_full_baseline_20260310_233109/stage3_contingency/schloemer/contingency_tensor_c3po_ref.npy,results,.npy,276608,"NumPy 二进制数组文件，shape=(256, 72, 15)，dtype=int8。它保存典型场景、故障张量或模型中间结果，需用 NumPy 读取。"
results/gridagent_framework/formal2024_full_baseline_20260310_233109/stage3_contingency/schloemer/contingency_scenarios_c3po_ref.csv,results,.csv,1158733,"场景生成或故障情景数据，包含 约 18432 行数据。表头字段包括 scenario, scenario_id, timestamp, failed_lines, outage_line_count, disconnected_load_count, probability, method。"
results/gridagent_framework/formal2024_full_baseline_20260310_233109/stage3_contingency/schloemer/contingency_scenarios.csv,results,.csv,1158733,"场景生成或故障情景数据，包含 约 18432 行数据。表头字段包括 scenario, scenario_id, timestamp, failed_lines, outage_line_count, disconnected_load_count, probability, method。"
results/gridagent_framework/formal2024_full_baseline_20260310_233109/stage3_contingency/schloemer/contingency_report.json,results,.json,3115,"实验报告或运行清单 JSON 文件，顶层字段包括 input, sampling_config, grid_roles, metrics_by_method, output_files_by_method, contingency_scenarios_csv, comparison_csv。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/warning_report.json,results,.json,21851,"实验报告或运行清单 JSON 文件，顶层字段包括 module, inputs, horizon, training, fit_quality, modeling, risk_thresholds, calibration, scenario_sampling, mc_scenarios, outputs, comparison。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/train.log,results,.log,1959,运行日志文件，首条有效内容为“CMD: D:\py311\python.exe C:\Users\yuhan\Desktop\gridagent1\scripts\gnn_warning_module.py --grid C:\Users\yuhan\Desktop\gridagent1\data_final\scaled\g60_n75\grid_topology.json --aligned C:\Users\yuhan\Desktop\gridagent1\d”。末尾记录为“RETURNCODE: 0”，可用于追踪实验或服务运行状态。
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/nk_failure_risk.csv,results,.csv,661,"预警/风险结果数据，包含 约 40 行数据。表头字段包括 scenario, expected_fail_lines, probability。"
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/model_comparison.csv,results,.csv,379,"预警/风险结果数据，包含 约 2 行数据。表头字段包括 model, train_mae, train_rmse, val_mae, val_rmse, horizon_mae, horizon_rmse, best_val_mse。"
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/metapath_attention_summary.csv,results,.csv,170,"预警/风险结果数据，包含 约 4 行数据。表头字段包括 metapath, attention_weight。"
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/line_risk_prediction.csv,results,.csv,1508,"预警/风险结果数据，包含 约 75 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/critical_load_risk.csv,results,.csv,1475,"预警/风险结果数据，包含 约 52 行数据。表头字段包括 node, load_type, outage_prob。"
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/calibrated_hourly_line_probability.csv,results,.csv,33319,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L15, L16 等。"
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/baseline_line_risk_prediction.csv,results,.csv,1423,"预警/风险结果数据，包含 约 75 行数据。表头字段包括 line_id, risk_prob, risk_level, predicted_fail_hour。"
results/early_warning/g60_n75_stageB_20260324_184320/r005_k3_h80_ep700_lr0.006_wd0.0001_tr0.700_s46/baseline_calibrated_hourly_line_probability.csv,results,.csv,31110,"预警/风险结果数据，包含 约 24 行数据。表头字段包括 timestamp, L0, L1, L10, L11, L12, L13, L14, L15, L16 等。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage3_contingency/schloemer/state_summary_c3po_ref.csv,results,.csv,529761,"汇总统计数据，包含 约 18432 行数据。表头字段包括 scenario_id, timestamp, outage_line_count, disconnected_load_count。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage3_contingency/schloemer/method_comparison.csv,results,.csv,595,"表格数据文件，包含 约 1 行数据。表头字段包括 method, mae_empirical_vs_input_probability, high_risk_threshold, high_risk_coverage, high_risk_event_rate, low_risk_event_rate, risk_lift_ratio, avg_outage_rate, multi_line_event_rate_ge2, severe_multi_line_event_rate_ge4 等。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage3_contingency/schloemer/line_probability_summary_c3po_ref.csv,results,.csv,6401,"故障概率相关数据，包含 约 93 行数据。表头字段包括 line_id, input_p_mean, empirical_p_mean, absolute_error_mean。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage3_contingency/schloemer/contingency_tensor_c3po_ref.npy,results,.npy,1714304,"NumPy 二进制数组文件，shape=(256, 72, 93)，dtype=int8。它保存典型场景、故障张量或模型中间结果，需用 NumPy 读取。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage3_contingency/schloemer/contingency_scenarios_c3po_ref.csv,results,.csv,1216274,"场景生成或故障情景数据，包含 约 18432 行数据。表头字段包括 scenario, scenario_id, timestamp, failed_lines, outage_line_count, disconnected_load_count, probability, method。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage3_contingency/schloemer/contingency_scenarios.csv,results,.csv,1216274,"场景生成或故障情景数据，包含 约 18432 行数据。表头字段包括 scenario, scenario_id, timestamp, failed_lines, outage_line_count, disconnected_load_count, probability, method。"
results/gridagent_framework/ieee118_n60_stagewise_20260324_195044/stage3_contingency/schloemer/contingency_report.json,results,.json,4352,"实验报告或运行清单 JSON 文件，顶层字段包括 input, sampling_config, grid_roles, metrics_by_method, output_files_by_method, contingency_scenarios_csv, comparison_csv。它为对应流程提供参数、拓扑结构或结构化指标。"
results/component_failure_probability/ieee118_n60_stagewise_tune/ds0p30_it2p80/line_failure_timeseries_schloemer.csv,results,.csv,684384,"故障概率相关数据，包含 约 6696 行数据。表头字段包括 timestamp, model, line_id, from_bus, to_bus, v_surface_ms, p_tower, p_span, p_line, towers 等。"
results/component_failure_probability/ieee118_n60_stagewise_tune/ds0p30_it2p80/failure_probability_report.json,results,.json,1938,"实验报告或运行清单 JSON 文件，顶层字段包括 grid_path, output_dir, track, models。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0038_A_label-wang_qmc_group-A1_metapath_fixed_seed-46/warning_report.json,results,.json,21277,"实验报告或运行清单 JSON 文件，顶层字段包括 module, inputs, horizon, training, fit_quality, node_weather_generation, modeling, risk_thresholds, calibration, scenario_sampling, mc_scenarios, outputs。它为对应流程提供参数、拓扑结构或结构化指标。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0038_A_label-wang_qmc_group-A1_metapath_fixed_seed-46/run.log,results,.log,2380,运行日志文件，首条有效内容为“CMD: python C:\Users\yuhan\Desktop\gridagent1\scripts\gnn_warning_module.py --grid C:\Users\yuhan\Desktop\gridagent1\data_final\formal_guangdong_2024\grid_topology.json --aligned C:\Users\yuhan\Desktop\gridagent1\data_fi”。末尾记录为“WALL_SECONDS: 122.426”，可用于追踪实验或服务运行状态。
results/early_warning/stage6_planA_full_20260415_20260415_002847/0038_A_label-wang_qmc_group-A1_metapath_fixed_seed-46/node_weather_timeseries.csv,results,.csv,191204,"预警/风险结果数据，包含 约 1080 行数据。表头字段包括 timestamp, node_id, influence, wind_factor, pv_factor, load_factor, wind_speed_factor, wind_raw, pv_raw, load_raw 等。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0038_A_label-wang_qmc_group-A1_metapath_fixed_seed-46/node_weather_summary.csv,results,.csv,2767,"预警/风险结果数据，包含 约 15 行数据。表头字段包括 node_id, mean_influence, mean_wind_factor, mean_pv_factor, mean_load_factor, mean_wind_speed_factor, mean_wind_raw, mean_pv_raw, mean_load_raw, mean_wind_speed_raw。"
results/early_warning/stage6_planA_full_20260415_20260415_002847/0038_A_label-wang_qmc_group-A1_metapath_fixed_seed-46/node_weather_horizon.csv,results,.csv,64322,"预警/风险结果数据，包含 约 360 行数据。表头字段包括 timestamp, node_id, influence, wind_factor, pv_factor, load_factor, wind_speed_factor, wind_raw, pv_raw, load_raw 等。"
